event_id,customer_id,event_ts,event_type
E-1014,C-055,2026-04-03T12:47:55,view_product
E-1015,C-055,2026-04-03T12:48:08,add_to_cart
E-1016,C-055,2026-04-03T12:49:40,checkout
E-296,C-018,2026-04-03T15:23:09,view_product
E-297,C-018,2026-04-03T15:23:56,view_product
E-298,C-018,2026-04-03T15:24:25,add_to_cart
E-299,C-018,2026-04-03T15:25:34,checkout
E-216,C-014,2026-04-03T18:15:30,view_product
E-217,C-014,2026-04-03T18:16:10,view_product
E-218,C-014,2026-04-03T18:17:19,view_product
E-219,C-014,2026-04-03T18:17:43,add_to_cart
E-220,C-014,2026-04-03T18:18:37,checkout
E-484,C-029,2026-04-04T21:33:25,view_product
E-485,C-029,2026-04-04T21:34:00,view_product
E-486,C-029,2026-04-04T21:34:42,add_to_cart
E-487,C-029,2026-04-04T21:35:57,checkout
E-841,C-047,2026-04-05T12:19:00,login
E-842,C-047,2026-04-05T12:19:23,view_product
E-843,C-047,2026-04-05T12:19:50,add_to_cart
E-844,C-047,2026-04-05T12:21:11,checkout
E-331,C-019,2026-04-05T13:43:24,view_product
E-332,C-019,2026-04-05T13:44:32,view_product
E-333,C-019,2026-04-05T13:46:02,view_product
E-300,C-018,2026-04-06T13:36:00,login
E-301,C-018,2026-04-06T13:36:52,view_product
E-302,C-018,2026-04-06T13:37:09,view_product
E-303,C-018,2026-04-06T13:38:14,view_product
E-304,C-018,2026-04-06T13:39:00,add_to_cart
E-680,C-039,2026-04-07T09:21:00,login
E-681,C-039,2026-04-07T09:21:47,view_product
E-682,C-039,2026-04-07T09:22:25,view_product
E-683,C-039,2026-04-07T09:22:56,add_to_cart
E-79,C-008,2026-04-07T13:27:00,login
E-80,C-008,2026-04-07T13:27:57,view_product
E-81,C-008,2026-04-07T13:28:52,view_product
E-82,C-008,2026-04-07T13:29:22,view_product
E-26,C-003,2026-04-11T14:08:00,login
E-27,C-003,2026-04-11T14:09:13,view_product
E-28,C-003,2026-04-11T14:10:08,view_product
E-656,C-038,2026-04-12T15:41:00,login
E-657,C-038,2026-04-12T15:41:42,view_product
E-658,C-038,2026-04-12T15:42:22,view_product
E-334,C-019,2026-04-13T10:56:00,login
E-335,C-019,2026-04-13T10:57:17,view_product
E-795,C-043,2026-04-14T10:06:34,view_product
E-796,C-043,2026-04-14T10:07:19,view_product
E-797,C-043,2026-04-14T10:07:58,view_product
E-997,C-054,2026-04-14T14:05:00,login
E-998,C-054,2026-04-14T14:05:34,view_product
E-999,C-054,2026-04-14T14:06:24,view_product
E-1000,C-054,2026-04-14T14:06:49,view_product
E-1001,C-054,2026-04-14T14:07:31,add_to_cart
E-941,C-051,2026-04-14T14:28:00,login
E-942,C-051,2026-04-14T14:29:06,view_product
E-943,C-051,2026-04-14T14:29:33,add_to_cart
E-944,C-051,2026-04-14T14:30:40,checkout
E-548,C-031,2026-04-15T08:38:00,login
E-549,C-031,2026-04-15T08:39:02,view_product
E-550,C-031,2026-04-15T08:40:04,view_product
E-551,C-031,2026-04-15T08:40:18,add_to_cart
E-552,C-031,2026-04-15T08:41:45,checkout
E-221,C-014,2026-04-15T10:50:00,login
E-222,C-014,2026-04-15T10:51:27,view_product
E-223,C-014,2026-04-15T10:52:18,view_product
E-224,C-014,2026-04-15T10:53:29,view_product
E-225,C-014,2026-04-15T10:54:23,add_to_cart
E-226,C-014,2026-04-15T10:55:34,checkout
E-336,C-019,2026-04-15T12:02:00,login
E-337,C-019,2026-04-15T12:03:11,view_product
E-338,C-019,2026-04-15T12:03:36,add_to_cart
E-369,C-023,2026-04-15T14:26:00,login
E-370,C-023,2026-04-15T14:27:09,view_product
E-371,C-023,2026-04-15T14:28:04,view_product
E-919,C-050,2026-04-17T09:36:00,login
E-920,C-050,2026-04-17T09:37:01,view_product
E-921,C-050,2026-04-17T09:38:25,view_product
E-922,C-050,2026-04-17T09:38:45,view_product
E-1017,C-055,2026-04-17T12:49:00,login
E-1018,C-055,2026-04-17T12:49:29,view_product
E-1019,C-055,2026-04-17T12:50:13,view_product
E-1020,C-055,2026-04-17T12:51:33,view_product
E-1021,C-055,2026-04-17T12:51:43,add_to_cart
E-1022,C-055,2026-04-17T12:53:03,checkout
E-103,C-009,2026-04-17T14:15:00,login
E-104,C-009,2026-04-17T14:15:15,view_product
E-105,C-009,2026-04-17T14:15:43,view_product
E-106,C-009,2026-04-17T14:16:52,view_product
E-107,C-009,2026-04-17T14:17:46,add_to_cart
E-108,C-009,2026-04-17T14:18:12,checkout
E-923,C-050,2026-04-18T15:34:00,login
E-924,C-050,2026-04-18T15:34:28,view_product
E-925,C-050,2026-04-18T15:35:14,view_product
E-926,C-050,2026-04-18T15:35:26,add_to_cart
E-927,C-050,2026-04-18T15:36:30,checkout
E-305,C-018,2026-04-18T20:48:18,view_product
E-306,C-018,2026-04-18T20:49:09,view_product
E-307,C-018,2026-04-18T20:49:53,view_product
E-404,C-025,2026-04-19T11:48:00,login
E-405,C-025,2026-04-19T11:49:10,view_product
E-406,C-025,2026-04-19T11:49:39,view_product
E-407,C-025,2026-04-19T11:50:32,add_to_cart
E-408,C-025,2026-04-19T11:51:59,checkout
E-868,C-049,2026-04-20T09:06:00,login
E-869,C-049,2026-04-20T09:07:00,view_product
E-870,C-049,2026-04-20T09:07:36,view_product
E-871,C-049,2026-04-20T09:07:56,view_product
E-150,C-011,2026-04-20T09:49:28,view_product
E-151,C-011,2026-04-20T09:50:57,view_product
E-152,C-011,2026-04-20T09:51:26,add_to_cart
E-153,C-011,2026-04-20T09:52:34,checkout
E-697,C-040,2026-04-21T13:39:00,login
E-698,C-040,2026-04-21T13:40:16,view_product
E-699,C-040,2026-04-21T13:41:13,add_to_cart
E-872,C-049,2026-04-21T18:43:00,login
E-873,C-049,2026-04-21T18:44:10,view_product
E-874,C-049,2026-04-21T18:44:38,view_product
E-875,C-049,2026-04-21T18:45:04,add_to_cart
E-876,C-049,2026-04-21T18:46:59,checkout
E-945,C-051,2026-04-21T21:50:13,view_product
E-83,C-008,2026-04-22T12:32:00,login
E-84,C-008,2026-04-22T12:32:56,view_product
E-85,C-008,2026-04-22T12:34:02,view_product
E-798,C-043,2026-04-22T12:52:00,login
E-799,C-043,2026-04-22T12:52:25,view_product
E-800,C-043,2026-04-22T12:53:27,view_product
E-1093,C-059,2026-04-23T13:30:00,login
E-1094,C-059,2026-04-23T13:30:59,view_product
E-1095,C-059,2026-04-23T13:32:26,view_product
E-1096,C-059,2026-04-23T13:33:00,add_to_cart
E-1097,C-059,2026-04-23T13:33:23,checkout
E-488,C-029,2026-04-23T13:59:00,login
E-489,C-029,2026-04-23T14:00:05,view_product
E-490,C-029,2026-04-23T14:00:30,add_to_cart
E-491,C-029,2026-04-23T14:01:00,checkout
E-109,C-009,2026-04-23T16:35:00,login
E-110,C-009,2026-04-23T16:36:19,view_product
E-111,C-009,2026-04-23T16:37:28,view_product
E-154,C-011,2026-04-23T19:53:00,login
E-155,C-011,2026-04-23T19:53:53,view_product
E-1002,C-054,2026-04-23T20:09:00,login
E-1003,C-054,2026-04-23T20:10:30,view_product
E-1004,C-054,2026-04-23T20:10:53,view_product
E-1005,C-054,2026-04-23T20:11:30,add_to_cart
E-700,C-040,2026-04-24T13:26:00,login
E-701,C-040,2026-04-24T13:27:23,view_product
E-702,C-040,2026-04-24T13:28:05,view_product
E-86,C-008,2026-04-24T16:08:00,login
E-87,C-008,2026-04-24T16:09:03,view_product
E-88,C-008,2026-04-24T16:09:40,view_product
E-89,C-008,2026-04-24T16:11:07,view_product
E-90,C-008,2026-04-24T16:11:52,add_to_cart
E-156,C-011,2026-04-24T17:51:00,login
E-157,C-011,2026-04-24T17:51:20,view_product
E-158,C-011,2026-04-24T17:52:19,view_product
E-159,C-011,2026-04-24T17:53:42,view_product
E-160,C-011,2026-04-24T17:54:15,add_to_cart
E-161,C-011,2026-04-24T17:55:57,checkout
E-1098,C-059,2026-04-26T08:52:00,view_product
E-1099,C-059,2026-04-26T08:53:29,view_product
E-1100,C-059,2026-04-26T08:54:13,view_product
E-553,C-031,2026-04-26T11:07:00,login
E-554,C-031,2026-04-26T11:08:18,view_product
E-555,C-031,2026-04-26T11:09:03,add_to_cart
E-556,C-031,2026-04-26T11:11:02,checkout
E-801,C-043,2026-04-26T15:36:00,login
E-802,C-043,2026-04-26T15:36:43,view_product
E-803,C-043,2026-04-26T15:37:36,view_product
E-804,C-043,2026-04-26T15:38:01,view_product
E-112,C-009,2026-04-26T16:29:15,view_product
E-113,C-009,2026-04-26T16:30:27,view_product
E-114,C-009,2026-04-26T16:31:15,view_product
E-684,C-039,2026-04-26T17:43:00,login
E-685,C-039,2026-04-26T17:44:06,view_product
E-372,C-023,2026-04-27T13:09:00,login
E-373,C-023,2026-04-27T13:09:23,view_product
E-374,C-023,2026-04-27T13:09:49,view_product
E-409,C-025,2026-04-28T08:13:00,login
E-410,C-025,2026-04-28T08:13:32,view_product
E-199,C-013,2026-04-28T08:36:00,login
E-200,C-013,2026-04-28T08:37:11,view_product
E-201,C-013,2026-04-28T08:38:09,view_product
E-202,C-013,2026-04-28T08:38:22,add_to_cart
E-203,C-013,2026-04-28T08:39:43,checkout
E-227,C-014,2026-04-28T09:38:00,login
E-228,C-014,2026-04-28T09:38:56,view_product
E-229,C-014,2026-04-28T09:39:43,view_product
E-230,C-014,2026-04-28T09:40:07,add_to_cart
E-625,C-037,2026-04-28T15:52:00,login
E-626,C-037,2026-04-28T15:52:29,view_product
E-627,C-037,2026-04-28T15:53:37,view_product
E-63,C-006,2026-04-28T21:14:00,login
E-64,C-006,2026-04-28T21:14:39,view_product
E-65,C-006,2026-04-28T21:15:45,view_product
E-66,C-006,2026-04-28T21:16:42,view_product
E-67,C-006,2026-04-28T21:16:56,add_to_cart
E-628,C-037,2026-04-29T20:57:00,login
E-629,C-037,2026-04-29T20:57:18,view_product
E-630,C-037,2026-04-29T20:58:33,view_product
E-631,C-037,2026-04-29T20:59:21,view_product
E-456,C-027,2026-04-30T13:20:05,view_product
E-457,C-027,2026-04-30T13:20:36,view_product
E-458,C-027,2026-04-30T13:21:01,view_product
E-459,C-027,2026-04-30T13:21:35,add_to_cart
E-460,C-027,2026-04-30T13:22:37,checkout
E-877,C-049,2026-04-30T14:29:00,login
E-878,C-049,2026-04-30T14:30:19,view_product
E-879,C-049,2026-04-30T14:30:53,view_product
E-880,C-049,2026-04-30T14:31:52,view_product
E-632,C-037,2026-04-30T20:49:00,login
E-633,C-037,2026-04-30T20:49:21,view_product
E-492,C-029,2026-04-30T21:45:00,login
E-493,C-029,2026-04-30T21:45:32,view_product
E-494,C-029,2026-04-30T21:46:12,add_to_cart
E-495,C-029,2026-04-30T21:46:49,checkout
E-29,C-003,2026-05-01T15:39:24,view_product
E-30,C-003,2026-05-01T15:40:06,add_to_cart
E-31,C-003,2026-05-01T15:41:10,checkout
E-231,C-014,2026-05-01T20:43:20,view_product
E-232,C-014,2026-05-01T20:43:57,view_product
E-233,C-014,2026-05-01T20:45:12,view_product
E-234,C-014,2026-05-01T20:45:50,add_to_cart
E-686,C-039,2026-05-03T18:06:00,login
E-687,C-039,2026-05-03T18:07:16,view_product
E-688,C-039,2026-05-03T18:07:41,add_to_cart
E-689,C-039,2026-05-03T18:08:50,checkout
E-946,C-051,2026-05-03T20:34:00,login
E-947,C-051,2026-05-03T20:34:42,view_product
E-948,C-051,2026-05-03T20:36:00,view_product
E-949,C-051,2026-05-03T20:36:28,add_to_cart
E-950,C-051,2026-05-03T20:38:01,checkout
E-411,C-025,2026-05-04T08:31:00,login
E-412,C-025,2026-05-04T08:31:31,view_product
E-413,C-025,2026-05-04T08:32:26,add_to_cart
E-414,C-025,2026-05-04T08:33:57,checkout
E-881,C-049,2026-05-04T14:58:33,view_product
E-882,C-049,2026-05-04T14:59:04,add_to_cart
E-883,C-049,2026-05-04T14:59:50,checkout
E-496,C-029,2026-05-07T10:36:22,view_product
E-497,C-029,2026-05-07T10:37:31,view_product
E-498,C-029,2026-05-07T10:38:00,view_product
E-91,C-008,2026-05-07T14:50:00,login
E-92,C-008,2026-05-07T14:50:56,view_product
E-93,C-008,2026-05-07T14:52:10,view_product
E-94,C-008,2026-05-07T14:53:21,view_product
E-95,C-008,2026-05-07T14:53:44,add_to_cart
E-96,C-008,2026-05-07T14:55:38,checkout
E-928,C-050,2026-05-07T20:47:00,login
E-929,C-050,2026-05-07T20:48:09,view_product
E-930,C-050,2026-05-07T20:48:45,view_product
E-605,C-036,2026-05-08T11:37:00,login
E-606,C-036,2026-05-08T11:37:51,view_product
E-607,C-036,2026-05-08T11:38:42,add_to_cart
E-308,C-018,2026-05-08T11:39:00,login
E-309,C-018,2026-05-08T11:39:32,view_product
E-608,C-036,2026-05-08T11:39:38,checkout
E-310,C-018,2026-05-08T11:39:59,view_product
E-311,C-018,2026-05-08T11:40:19,view_product
E-312,C-018,2026-05-08T11:40:57,add_to_cart
E-313,C-018,2026-05-08T11:42:03,checkout
E-1054,C-058,2026-05-08T12:54:00,login
E-1055,C-058,2026-05-08T12:54:56,view_product
E-1056,C-058,2026-05-08T12:55:51,view_product
E-1057,C-058,2026-05-08T12:56:15,add_to_cart
E-1058,C-058,2026-05-08T12:57:00,checkout
E-1101,C-059,2026-05-08T18:15:00,login
E-1102,C-059,2026-05-08T18:15:22,view_product
E-1103,C-059,2026-05-08T18:16:05,view_product
E-1104,C-059,2026-05-08T18:17:33,view_product
E-115,C-009,2026-05-09T15:40:00,login
E-116,C-009,2026-05-09T15:40:24,view_product
E-117,C-009,2026-05-09T15:41:15,view_product
E-118,C-009,2026-05-09T15:41:46,add_to_cart
E-119,C-009,2026-05-09T15:43:15,checkout
E-97,C-008,2026-05-10T12:32:00,login
E-98,C-008,2026-05-10T12:32:57,view_product
E-99,C-008,2026-05-10T12:33:23,view_product
E-100,C-008,2026-05-10T12:34:08,view_product
E-884,C-049,2026-05-10T19:28:00,login
E-885,C-049,2026-05-10T19:28:20,view_product
E-886,C-049,2026-05-10T19:28:49,view_product
E-887,C-049,2026-05-10T19:29:20,add_to_cart
E-888,C-049,2026-05-10T19:31:06,checkout
E-415,C-025,2026-05-11T08:30:28,view_product
E-416,C-025,2026-05-11T08:31:37,view_product
E-1059,C-058,2026-05-11T10:06:00,login
E-1060,C-058,2026-05-11T10:06:55,view_product
E-1061,C-058,2026-05-11T10:08:02,view_product
E-1062,C-058,2026-05-11T10:08:34,add_to_cart
E-690,C-039,2026-05-11T13:19:00,login
E-691,C-039,2026-05-11T13:19:16,view_product
E-692,C-039,2026-05-11T13:20:04,view_product
E-693,C-039,2026-05-11T13:21:05,view_product
E-162,C-011,2026-05-12T18:57:34,view_product
E-163,C-011,2026-05-12T18:58:44,view_product
E-164,C-011,2026-05-12T18:59:21,view_product
E-951,C-051,2026-05-12T20:21:20,view_product
E-952,C-051,2026-05-12T20:22:20,add_to_cart
E-694,C-039,2026-05-13T08:42:00,login
E-695,C-039,2026-05-13T08:42:35,view_product
E-696,C-039,2026-05-13T08:43:41,view_product
E-1063,C-058,2026-05-13T11:28:00,login
E-1064,C-058,2026-05-13T11:28:30,view_product
E-1065,C-058,2026-05-13T11:28:56,view_product
E-1066,C-058,2026-05-13T11:29:49,add_to_cart
E-1067,C-058,2026-05-13T11:31:39,checkout
E-169,C-012,2026-05-15T12:56:00,login
E-170,C-012,2026-05-15T12:57:27,view_product
E-171,C-012,2026-05-15T12:58:30,view_product
E-172,C-012,2026-05-15T12:59:11,add_to_cart
E-772,C-042,2026-05-16T13:58:00,login
E-773,C-042,2026-05-16T13:59:07,view_product
E-774,C-042,2026-05-16T13:59:27,view_product
E-120,C-009,2026-05-17T11:24:00,login
E-121,C-009,2026-05-17T11:24:42,view_product
E-122,C-009,2026-05-17T11:25:05,view_product
E-123,C-009,2026-05-17T11:26:13,view_product
E-124,C-009,2026-05-17T11:26:57,add_to_cart
E-125,C-009,2026-05-17T11:27:24,checkout
E-634,C-037,2026-05-17T18:46:00,login
E-635,C-037,2026-05-17T18:46:33,view_product
E-636,C-037,2026-05-17T18:47:19,view_product
E-637,C-037,2026-05-17T18:48:13,add_to_cart
E-638,C-037,2026-05-17T18:48:35,checkout
E-461,C-028,2026-05-18T13:01:00,login
E-462,C-028,2026-05-18T13:01:42,view_product
E-463,C-028,2026-05-18T13:02:41,add_to_cart
E-464,C-028,2026-05-18T13:03:29,checkout
E-659,C-038,2026-05-18T19:17:00,login
E-660,C-038,2026-05-18T19:18:30,view_product
E-661,C-038,2026-05-18T19:19:15,view_product
E-662,C-038,2026-05-18T19:20:01,view_product
E-663,C-038,2026-05-18T19:20:44,add_to_cart
E-664,C-038,2026-05-18T19:21:33,checkout
E-235,C-014,2026-05-19T10:37:00,login
E-236,C-014,2026-05-19T10:37:26,view_product
E-237,C-014,2026-05-19T10:38:41,view_product
E-238,C-014,2026-05-19T10:39:12,add_to_cart
E-239,C-014,2026-05-19T10:39:45,checkout
E-173,C-012,2026-05-20T10:31:00,login
E-174,C-012,2026-05-20T10:31:58,view_product
E-175,C-012,2026-05-20T10:32:48,view_product
E-703,C-040,2026-05-20T20:05:00,login
E-704,C-040,2026-05-20T20:06:01,view_product
E-705,C-040,2026-05-20T20:06:25,view_product
E-706,C-040,2026-05-20T20:07:52,view_product
E-707,C-040,2026-05-20T20:08:37,add_to_cart
E-314,C-018,2026-05-21T10:12:00,login
E-315,C-018,2026-05-21T10:13:01,view_product
E-316,C-018,2026-05-21T10:14:23,view_product
E-317,C-018,2026-05-21T10:15:42,view_product
E-465,C-028,2026-05-21T12:54:00,login
E-466,C-028,2026-05-21T12:55:24,view_product
E-467,C-028,2026-05-21T12:56:46,view_product
E-468,C-028,2026-05-21T12:57:05,view_product
E-339,C-019,2026-05-22T13:35:00,view_product
E-340,C-019,2026-05-22T13:35:22,view_product
E-341,C-019,2026-05-22T13:36:27,view_product
E-342,C-019,2026-05-22T13:36:44,add_to_cart
E-1023,C-055,2026-05-23T19:41:00,login
E-1024,C-055,2026-05-23T19:41:46,view_product
E-1025,C-055,2026-05-23T19:42:54,view_product
E-708,C-040,2026-05-25T11:36:00,login
E-709,C-040,2026-05-25T11:36:56,view_product
E-775,C-042,2026-05-25T11:47:00,login
E-776,C-042,2026-05-25T11:48:25,view_product
E-777,C-042,2026-05-25T11:49:54,view_product
E-126,C-009,2026-05-25T20:38:28,view_product
E-127,C-009,2026-05-25T20:38:38,add_to_cart
E-1026,C-055,2026-05-26T13:18:02,view_product
E-1027,C-055,2026-05-26T13:18:32,view_product
E-1028,C-055,2026-05-26T13:19:51,view_product
E-469,C-028,2026-05-26T20:39:00,login
E-470,C-028,2026-05-26T20:39:34,view_product
E-471,C-028,2026-05-26T20:40:09,view_product
E-472,C-028,2026-05-26T20:41:03,add_to_cart
E-728,C-041,2026-05-27T08:48:00,login
E-729,C-041,2026-05-27T08:49:14,view_product
E-730,C-041,2026-05-27T08:50:38,view_product
E-731,C-041,2026-05-27T08:51:12,add_to_cart
E-499,C-029,2026-05-27T11:19:00,login
E-500,C-029,2026-05-27T11:20:08,view_product
E-778,C-042,2026-05-27T14:18:00,login
E-779,C-042,2026-05-27T14:18:44,view_product
E-780,C-042,2026-05-27T14:19:47,view_product
E-953,C-051,2026-05-28T08:08:11,view_product
E-954,C-051,2026-05-28T08:08:48,add_to_cart
E-955,C-051,2026-05-28T08:10:36,checkout
E-557,C-032,2026-05-28T09:08:37,view_product
E-558,C-032,2026-05-28T09:09:48,view_product
E-710,C-040,2026-05-28T15:07:00,login
E-711,C-040,2026-05-28T15:08:29,view_product
E-712,C-040,2026-05-28T15:09:46,view_product
E-713,C-040,2026-05-28T15:10:12,view_product
E-1029,C-055,2026-05-30T08:11:00,login
E-1030,C-055,2026-05-30T08:11:20,view_product
E-1031,C-055,2026-05-30T08:12:26,view_product
E-1032,C-055,2026-05-30T08:12:49,view_product
E-665,C-038,2026-05-30T13:45:00,login
E-666,C-038,2026-05-30T13:45:32,view_product
E-667,C-038,2026-05-30T13:45:47,view_product
E-668,C-038,2026-05-30T13:47:12,view_product
E-609,C-036,2026-05-31T13:48:00,login
E-610,C-036,2026-05-31T13:49:06,view_product
E-611,C-036,2026-05-31T13:49:51,add_to_cart
E-612,C-036,2026-05-31T13:51:21,checkout
E-165,C-011,2026-05-31T18:17:00,login
E-166,C-011,2026-05-31T18:18:16,view_product
E-167,C-011,2026-05-31T18:19:30,view_product
E-168,C-011,2026-05-31T18:20:40,view_product
E-240,C-014,2026-05-31T19:31:00,login
E-241,C-014,2026-05-31T19:32:25,view_product
E-242,C-014,2026-05-31T19:32:44,view_product
E-243,C-014,2026-05-31T19:33:14,add_to_cart
E-244,C-014,2026-05-31T19:33:48,checkout
E-559,C-032,2026-05-31T20:43:59,view_product
E-560,C-032,2026-05-31T20:44:22,view_product
E-561,C-032,2026-05-31T20:44:50,add_to_cart
E-245,C-014,2026-06-02T11:33:00,login
E-246,C-014,2026-06-02T11:34:11,view_product
E-247,C-014,2026-06-02T11:34:32,view_product
E-248,C-014,2026-06-02T11:35:17,add_to_cart
E-249,C-014,2026-06-02T11:36:13,checkout
E-714,C-040,2026-06-02T15:08:00,login
E-715,C-040,2026-06-02T15:09:27,view_product
E-716,C-040,2026-06-02T15:09:49,view_product
E-343,C-019,2026-06-03T11:41:00,login
E-344,C-019,2026-06-03T11:41:21,view_product
E-501,C-029,2026-06-03T21:57:00,login
E-502,C-029,2026-06-03T21:57:17,view_product
E-503,C-029,2026-06-03T21:58:37,view_product
E-504,C-029,2026-06-03T22:00:05,view_product
E-505,C-029,2026-06-03T22:00:24,add_to_cart
E-506,C-029,2026-06-03T22:00:44,checkout
E-507,C-029,2026-06-04T18:05:00,login
E-508,C-029,2026-06-04T18:05:23,view_product
E-509,C-029,2026-06-04T18:06:45,view_product
E-510,C-029,2026-06-04T18:07:45,add_to_cart
E-889,C-049,2026-06-06T16:28:06,view_product
E-1068,C-058,2026-06-08T16:03:00,login
E-1069,C-058,2026-06-08T16:03:37,view_product
E-1070,C-058,2026-06-08T16:03:55,view_product
E-176,C-012,2026-06-09T08:33:45,view_product
E-613,C-036,2026-06-09T18:39:00,login
E-614,C-036,2026-06-09T18:40:05,view_product
E-615,C-036,2026-06-09T18:40:36,add_to_cart
E-616,C-036,2026-06-09T18:41:42,checkout
E-318,C-018,2026-06-09T21:30:58,view_product
E-319,C-018,2026-06-09T21:31:27,view_product
E-320,C-018,2026-06-09T21:31:41,add_to_cart
E-321,C-018,2026-06-09T21:32:29,checkout
E-417,C-025,2026-06-10T09:25:00,login
E-418,C-025,2026-06-10T09:25:36,view_product
E-419,C-025,2026-06-10T09:26:49,view_product
E-890,C-049,2026-06-11T10:40:00,login
E-891,C-049,2026-06-11T10:40:18,view_product
E-892,C-049,2026-06-11T10:40:58,view_product
E-893,C-049,2026-06-11T10:41:35,add_to_cart
E-894,C-049,2026-06-11T10:43:25,checkout
E-580,C-035,2026-06-11T21:59:00,login
E-581,C-035,2026-06-11T21:59:25,view_product
E-582,C-035,2026-06-11T22:00:16,add_to_cart
E-1071,C-058,2026-06-12T21:28:00,login
E-1072,C-058,2026-06-12T21:28:46,view_product
E-1073,C-058,2026-06-12T21:29:13,view_product
E-1074,C-058,2026-06-12T21:30:27,view_product
E-1075,C-058,2026-06-12T21:31:27,add_to_cart
E-1076,C-058,2026-06-12T21:31:48,checkout
E-1105,C-059,2026-06-12T21:54:00,login
E-1106,C-059,2026-06-12T21:55:30,view_product
E-1107,C-059,2026-06-12T21:56:27,add_to_cart
E-1108,C-059,2026-06-12T21:58:02,checkout
E-1077,C-058,2026-06-13T11:52:00,login
E-1078,C-058,2026-06-13T11:52:25,view_product
E-1079,C-058,2026-06-13T11:53:54,view_product
E-1080,C-058,2026-06-13T11:55:24,view_product
E-1081,C-058,2026-06-13T11:55:38,add_to_cart
E-1082,C-058,2026-06-13T11:56:06,checkout
E-128,C-009,2026-06-13T21:58:23,view_product
E-129,C-009,2026-06-13T21:59:47,view_product
E-375,C-023,2026-06-14T09:47:00,login
E-376,C-023,2026-06-14T09:48:26,view_product
E-377,C-023,2026-06-14T09:49:11,add_to_cart
E-378,C-023,2026-06-14T09:50:56,checkout
E-420,C-025,2026-06-14T13:05:00,login
E-421,C-025,2026-06-14T13:05:46,view_product
E-422,C-025,2026-06-14T13:06:21,add_to_cart
E-423,C-025,2026-06-14T13:07:31,checkout
E-250,C-014,2026-06-14T18:38:00,login
E-251,C-014,2026-06-14T18:38:35,view_product
E-252,C-014,2026-06-14T18:39:29,view_product
E-253,C-014,2026-06-14T18:40:54,view_product
E-254,C-014,2026-06-14T18:41:30,add_to_cart
E-255,C-014,2026-06-14T18:42:04,checkout
E-669,C-038,2026-06-14T19:00:16,view_product
E-670,C-038,2026-06-14T19:00:56,view_product
E-732,C-041,2026-06-15T13:09:00,login
E-733,C-041,2026-06-15T13:09:29,view_product
E-734,C-041,2026-06-15T13:09:48,view_product
E-735,C-041,2026-06-15T13:10:56,view_product
E-511,C-029,2026-06-15T16:01:00,login
E-512,C-029,2026-06-15T16:01:20,view_product
E-513,C-029,2026-06-15T16:02:24,view_product
E-781,C-042,2026-06-16T16:41:47,view_product
E-782,C-042,2026-06-16T16:43:04,view_product
E-177,C-012,2026-06-18T15:35:00,login
E-178,C-012,2026-06-18T15:36:15,view_product
E-179,C-012,2026-06-18T15:37:32,view_product
E-180,C-012,2026-06-18T15:38:44,view_product
E-895,C-049,2026-06-18T20:46:28,view_product
E-896,C-049,2026-06-18T20:47:12,add_to_cart
E-897,C-049,2026-06-18T20:48:13,checkout
E-583,C-035,2026-06-20T12:41:00,login
E-584,C-035,2026-06-20T12:42:08,view_product
E-585,C-035,2026-06-20T12:42:26,view_product
E-586,C-035,2026-06-20T12:43:44,view_product
E-617,C-036,2026-06-20T16:25:00,login
E-618,C-036,2026-06-20T16:25:19,view_product
E-619,C-036,2026-06-20T16:25:50,add_to_cart
E-424,C-025,2026-06-21T20:10:00,login
E-425,C-025,2026-06-21T20:10:29,view_product
E-426,C-025,2026-06-21T20:11:51,view_product
E-427,C-025,2026-06-21T20:13:11,view_product
E-428,C-025,2026-06-21T20:14:10,add_to_cart
E-429,C-025,2026-06-21T20:16:03,checkout
E-345,C-019,2026-06-22T11:08:00,login
E-346,C-019,2026-06-22T11:08:23,view_product
E-130,C-009,2026-06-25T11:31:00,login
E-131,C-009,2026-06-25T11:32:17,view_product
E-132,C-009,2026-06-25T11:32:35,view_product
E-133,C-009,2026-06-25T11:33:27,add_to_cart
E-134,C-009,2026-06-25T11:34:38,checkout
E-1033,C-055,2026-06-25T12:20:00,login
E-1034,C-055,2026-06-25T12:20:16,view_product
E-1035,C-055,2026-06-25T12:21:18,view_product
E-1036,C-055,2026-06-25T12:22:04,add_to_cart
E-101,C-008,2026-06-26T11:09:00,login
E-102,C-008,2026-06-26T11:10:15,view_product
E-717,C-040,2026-06-26T18:51:00,login
E-718,C-040,2026-06-26T18:52:05,view_product
E-719,C-040,2026-06-26T18:52:15,add_to_cart
E-931,C-050,2026-06-27T11:51:00,login
E-932,C-050,2026-06-27T11:52:23,view_product
E-933,C-050,2026-06-27T11:53:13,view_product
E-620,C-036,2026-06-27T16:29:00,login
E-621,C-036,2026-06-27T16:29:32,view_product
E-622,C-036,2026-06-27T16:30:28,view_product
E-623,C-036,2026-06-27T16:31:23,view_product
E-624,C-036,2026-06-27T16:32:12,add_to_cart
E-956,C-051,2026-06-28T12:05:00,login
E-957,C-051,2026-06-28T12:05:25,view_product
E-958,C-051,2026-06-28T12:06:27,view_product
E-1037,C-055,2026-06-28T19:39:00,login
E-1038,C-055,2026-06-28T19:40:30,view_product
E-1039,C-055,2026-06-28T19:41:48,view_product
E-181,C-012,2026-06-29T09:18:00,login
